ercot_substation,lat,lon,match_source,confidence,score,matched_name,load_zone,max_voltage_kv,eia_plant_code,osm_id,propagated_from,mora_county,mora_fuel,county_validated,county_dist_km,gnis_class,gnis_county,psse_readable,hv_osm_345_id,hv_endpoint_dist_km,original_match_source,original_confidence,snap_distance_km,snap_status,snap_rule,snap_candidate_name,snap_candidate_kv
ATBR,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,69.0,,,,,,,,,,,,,,,,,,,
ATHNS,32.204873,-95.855521,gnis,high,100.0,Athens,LZ_NORTH,138.0,,,LONESTR,,,,,Populated Place,HENDERSON,ATHENS,,,,,,,,,
ATHNW,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,,,,,,,,,,,,,,,,,
ATKINS,30.646651,-96.374385,mora_osm,medium,90.1,Atkins Substation,LZ_NORTH,138.0,,509979993,SPNCER,BRAZOS,GAS-GT,,,,,,,,,,,,,,
ATLAS,32.465874,-100.139167,propagated,low,0,,LZ_NORTH,69.0,,,MCELMU,,,,,,,,,,,,,,,,
ATNRN,29.234722,-100.209167,propagated,low,0,,LZ_NORTH,138.0,,,ANACACHO,,,,,,,,,,,,,,,,
ATSO,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,69.0,,,,,,,,,,,,,,,,,,,
ATTWATER,32.913952,-96.661658,propagated,low,0,,LZ_HOUSTON,138.0,,,FAIRDALE,,,,,,,,,,,,,,,,
AU,26.287936,-98.145074,propagated,low,0,,LZ_HOUSTON,138.0,,,SE,,,,,,,,,,,,,,,,
AUDUBON,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,,,,,,,,,,,,,,,,,
AUPOI,32.865417,-97.099401,propagated,low,0,,LZ_WEST,138.0,,,EULES,,,,,,,,,,,,,,,,
AURORA,33.051207,-97.548254,osm,high,100,Aurora Substation,LZ_NORTH,138.0,,374356580,,,,,,,,,,,,,,,,,
AURO_SLR,29.271,-98.456,propagated,low,0,,LZ_NORTH,345.0,,,BEXAR_ES,,,,,,,,,,,,,,,,
AUSTIN,30.293424,-97.784408,snap_eia860,medium,100.0,Austin,LZ_SOUTH,138.0,3594,223939599,,,,,,,,,,,eia860,high,0.007,auto,same_lz_nearest_osm_le_1km,Austin Dam Substation,138.0
AUSTPL,30.293424,-97.784408,mora_eia860,medium,87.0,Austin,LZ_SOUTH,138.0,3594,,SKYLINE,TRAVIS,HYDRO,,,,,,,,,,,,,,
AUSTRO,30.251086,-97.487178,osm,high,98.4,Austrop Substation,LZ_SOUTH,345.0,,127245722,,,,,,,,,,,,,,,,,
AV,29.423847,-95.244101,gnis,high,100.0,Alvin,LZ_HOUSTON,138.0,,,LK,,,,,Populated Place,BRAZORIA,ALVIN,,,,,,,,,
AVANZADA,28.739865,-98.023574,hv_endpoint,low,0,,LZ_SOUTH,345.0,,,,,,,,,,,,29.0,,,,,,,
AVENUEN,29.038272,-98.610052,propagated,low,0,,LZ_WEST,69.0,,,POTEETS,,,,,,,,,,,,,,,,
AVERRA,32.465874,-100.139167,propagated,low,0,,LZ_SOUTH,138.0,,,MCELMU,,,,,,,,,,,,,,,,
AVIATOR,31.79261,-100.69729,eia860,high,100.0,Aviator Wind,LZ_WEST,345.0,63209,,,COKE,,True,22.2,,,,,,,,,,,,
AVIL_ESS,29.271,-98.456,propagated,low,0,,LZ_WEST,138.0,,,BEXAR_ES,,,,,,,,,,,,,,,,
AVONDALE,32.967903,-97.420575,gnis,high,100.0,Avondale,LZ_NORTH,138.0,,,,,,,,Populated Place,TARRANT,AVONDALE,,,,,,,,,
AYERS,32.857896,-97.511964,propagated,low,0,,LZ_NORTH,138.0,,,AZLES,,,,,,,,,,,,,,,,
AZ,29.271,-98.456,propagated,low,0,,LZ_HOUSTON,138.0,,,BEXAR_ES,,,,,,,,,,,,,,,,
AZALA,33.048156,-97.034996,propagated,low,0,,LZ_WEST,138.0,,,WEAST,,,,,,,,,,,,,,,,
AZLES,32.857896,-97.511964,osm,high,95.6,Azle Substation,LZ_NORTH,138.0,,171476959,,,,,,,,,,,,,,,,,
AZSP_SLR,29.271,-98.456,propagated,low,0,,LZ_NORTH,138.0,,,BEXAR_ES,,,,,,,,,,,,,,,,
AZTECA,26.322671,-98.162021,osm,high,100,Azteca Substation,LZ_SOUTH,138.0,,513155614,,,,,,,,,,,,,,,,,
AZURE,33.021601,-99.61463,eia860,medium,88.8,Azure Sky Solar,LZ_WEST,345.0,63905,,,HASKELL,,True,15.9,,,,,,,,,,,,
B1,31.594864,-103.249847,propagated,low,0,,LZ_SOUTH,138.0,,,LONESTR,,,,,,,,,,,,,,,,
B2,26.208088,-98.057687,propagated,low,0,,LZ_SOUTH,138.0,,,SIOUX,,,,,,,,,,,,,,,,
B3,26.22939,-98.008742,propagated,low,0,,LZ_SOUTH,138.0,,,WESLACO,,,,,,,,,,,,,,,,
B4,29.271,-98.456,propagated,low,0,,LZ_SOUTH,138.0,,,BEXAR_ES,,,,,,,,,,,,,,,,
BA,30.006888,-95.46355,gnis,high,100.0,Bammel,LZ_HOUSTON,138.0,,,LK,,,,,Populated Place,HARRIS,BAMMEL,,,,,,,,,
BAC,29.3525,-98.5761,propagated,low,0,,LZ_HOUSTON,138.0,,,LEON_CRK,,,,,,,,,,,,,,,,
BADER,29.370699,-98.942606,osm,high,100,Bader Substation,LZ_SOUTH,138.0,,340165280,,,,,,,,,,,,,,,,,
BAFFIN,27.184652,-97.59818,snap_eia860,medium,100.0,Baffin Wind,LZ_SOUTH,345.0,57927,511539430,,KENEDY,,True,17.5,,,,,,eia860,high,0.130,auto,same_lz_nearest_osm_le_1km,Baffin Substation,345.0
BAGWL,33.662053,-95.160781,gnis,high,100.0,Bagwell,LZ_NORTH,69.0,,,,,,,,Populated Place,RED RIVER,BAGWELL,,,,,,,,,
BAHIA,32.465874,-100.139167,propagated,low,0,,LZ_WEST,69.0,,,MCELMU,,,,,,,,,,,,,,,,
BAIRD,32.409354,-99.386636,osm,medium,91.4,Baird City Substation,LZ_WEST,69.0,,518641232,,,,,,,,,,,,,,,,,
BAIRDWND,32.511875,-99.386588,mora_ix_queue,medium,83.1,Latimer Switchyard,LZ_NORTH,345.0,,1059099069,BEXAR_ES,CALLAHAN,WIND-O,,,,,,,,,,,,,,
BAKESW,34.201461,-100.111219,gnis,high,92.6,Baker,LZ_WEST,345.0,,,BIGHIL,,,,,Populated Place,COTTLE,BAKERS,,,,,,,,,
BAKE_SLR,32.579579,-97.72725,gnis,medium,81.6,Baker,LZ_NORTH,345.0,,,GATESVL2,,,,,Populated Place,PARKER,BAKE SLR,,,,,,,,,
BAKKE,32.295946,-102.54,snap_eia860,medium,100.0,Bakke,LZ_WEST,138.0,65535,459062067,,,,,,,,,,,eia860,high,0.503,auto,same_lz_nearest_osm_le_1km,Bakke Substation,138.0
BALCNRS,30.461167,-97.830056,osm,medium,87.8,Balcones Substation,LZ_SOUTH,138.0,,29402185,,,,,,,,,,,,,,,,,
BALCON,30.461167,-97.830056,osm,high,92.9,Balcones Substation,LZ_SOUTH,138.0,,29402185,,,,,,,,,,,,,,,,,
BALLINGE,31.74122,-99.944719,osm,high,100.0,Ballinger Substation,LZ_WEST,138.0,,119137383,,,,,,,,,,,,,,,,,
BALSW,33.520892,-101.973737,propagated,low,0,,LZ_NORTH,345.0,,,UPLND,,,,,,,,,,,,,,,,
BALYVILL,31.052685,-96.828593,gnis,high,100.0,Baileyville,LZ_NORTH,69.0,,,CHOATE,,,,,Populated Place,MILAM,BAILEYVILLE,,,,,,,,,
BANDER,29.736453,-99.111609,osm,high,98.4,Bandera Substation,LZ_SOUTH,138.0,,320757401,,,,,,,,,,,,,,,,,
BANGS,31.733376,-99.127981,osm,high,100.0,Bangs Substation,LZ_NORTH,138.0,,507399293,,,,,,,,,,,,,,,,,
BANQUETE,27.796891,-97.791467,osm,high,100,Banquete Substation,LZ_SOUTH,69.0,,489675593,,,,,,,,,,,,,,,,,
BAR,29.784395,-95.684947,gnis,high,100.0,Barker,LZ_HOUSTON,138.0,,,LK,,,,,Populated Place,HARRIS,BARKER,,,,,,,,,
BARCLAY,31.07657,-97.109438,gnis,high,100.0,Barclay,LZ_NORTH,69.0,,,BOSQUESW,,,,,Populated Place,FALLS,BARCLAY,,,,,,,,,
BARL,31.593316,-100.178079,propagated,low,0,,LZ_WEST,138.0,,,MILES,,,,,,,,,,,,,,,,
BARNHART,31.128052,-101.172278,osm,high,100,Barnhart Substation,LZ_WEST,69.0,,503821634,,,,,,,,,,,,,,,,,
BARNHCV,29.72753,-100.79431,propagated,low,0,,LZ_WEST,69.0,,,ROCKSPRS,,,,,,,,,,,,,,,,
BARNHRT,31.128052,-101.172278,osm,high,99.3,Barnhart Substation,LZ_WEST,69.0,,503821634,,,,,,,,,,,,,,,,,
BARNW,31.461245,-103.393782,gnis,medium,89.9,Barstow,LZ_WEST,138.0,,,WORSHAM,,,,,Populated Place,WARD,BARSTOWNW,,,,,,,,,
BARROW,32.104125,-100.162375,propagated,low,0,,LZ_WEST,138.0,,,HOLSTEIN,,,,,,,,,,,,,,,,
BARRY,32.149086,-96.665948,osm,high,100,Barry Substation,LZ_NORTH,69.0,,386800581,,,,,,,,,,,,,,,,,
BARRYBC,32.149086,-96.665948,osm,medium,91.0,Barry Substation,LZ_NORTH,69.0,,386800581,,,,,,,,,,,,,,,,,
BARSW,29.183513,-99.834833,propagated,low,0,,LZ_WEST,138.0,,,W_LD_138,,,,,,,,,,,,,,,,
BARTLETT,30.794912,-97.425558,gnis,high,100.0,Bartlett,LZ_NORTH,69.0,,,WALNUT1,,,,,Populated Place,WILLIAMSON,BARTLETT,,,,,,,,,
BARTON,33.052226,-98.328415,eia860,medium,85.7,Barton Chapel Wind Farm,LZ_SOUTH,138.0,57156,,,,,,,,,,,,,,,,,,
BART_SLR,33.221074,-96.917938,propagated,low,0,,LZ_NORTH,138.0,,,NAVO,,,,,,,,,,,,,,,,
BASIL,31.451653,-100.424926,propagated,low,0,,LZ_SOUTH,138.0,,,RUSTHILL,,,,,,,,,,,,,,,,
BASIN,29.334366,-103.256563,gnis,medium,81.9,Basin Junction,LZ_WEST,138.0,,,EASTMUND,,,,,Populated Place,BREWSTER,BASIN,,,,,,,,,
BASTCI,30.003599,-97.667464,propagated,low,0,,LZ_SOUTH,138.0,,,MENDOZ,,,,,,,,,,,,,,,,
BASTEN,30.1458,-97.55,snap_mora_eia860,medium,91.2,Bastrop Energy Center,LZ_SOUTH,345.0,55168,173298456,BEXAR_ES,BASTROP,GAS-CC,,,,,,,,mora_eia860,medium,0.149,auto,same_lz_nearest_osm_le_1km,Bastrop Energy Switchyard,345.0
BASTWE,26.208088,-98.057687,propagated,low,0,,LZ_SOUTH,138.0,,,SIOUX,,,,,,,,,,,,,,,,
BATCAVE,30.737745,-99.231778,snap_eia860,medium,94.5,Bat Cave,LZ_SOUTH,138.0,64312,192674614,,MASON,,True,0.0,,,,,,eia860,high,0.013,auto,same_lz_nearest_osm_le_1km,Fort Mason Substation,138.0
BATES,26.220961,-98.396701,osm,high,100,Bates Substation,LZ_SOUTH,138.0,,512644976,,,,,,,,,,,,,,,,,
BATESVL,26.220961,-98.396701,osm,medium,91.0,Bates Substation,LZ_SOUTH,138.0,,512644976,,,,,,,,,,,,,,,,,
BATLE,26.220961,-98.396701,osm,medium,87.4,Bates Substation,LZ_SOUTH,138.0,,512644976,,,,,,,,,,,,,,,,,
BAYCTYS,28.978259,-95.903712,osm,medium,87.4,Bay City Substation,LZ_SOUTH,69.0,,515869180,,,,,,,,,,,,,,,,,
BAYLC,29.468402,-95.178762,propagated,low,0,,LZ_NORTH,138.0,,,SEMINOLE,,,,,,,,,,,,,,,,
BAYVIEW,29.367694,-94.901318,osm,high,100,Bayview Substation,LZ_HOUSTON,69.0,,584135264,,,,,,,,,,,,,,,,,
BAY_CITY,28.987746,-95.969333,osm,high,100,Bay City Substation,LZ_SOUTH,138.0,,337787970,,,,,,,,,,,,,,,,,
BBGRAV,26.45743,-98.737627,propagated,low,0,,LZ_SOUTH,69.0,,,DELSOL,,,,,,,,,,,,,,,,
BBMN2,30.343586,-97.716151,propagated,low,0,,LZ_NORTH,138.0,,,JUSTINLN,,,,,,,,,,,,,,,,
BBP,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK,,,,,,,,,,,,,,,,
BBREEZE,26.522222,-97.691111,mora_eia860,medium,85.9,Bruennings Breeze Wind Farm,LZ_SOUTH,345.0,59066,,,WILLACY,WIND-C,,,,,,,,,,,,,,
BBSES,32.815621,-97.025471,hv_endpoint,low,0,,LZ_NORTH,345.0,,,EULES,,,,,,,,,8.9,,,,,,,
BBTWN,31.740751,-102.213176,propagated,low,0,,LZ_NORTH,138.0,,,PEGAS,,,,,,,,,,,,,,,,
BBYSW,33.048156,-97.034996,propagated,low,0,,LZ_NORTH,138.0,,,WEAST,,,,,,,,,,,,,,,,
BC,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK,,,,,,,,,,,,,,,,
BCATOKA,27.827464,-97.524699,propagated,low,0,,LZ_WEST,138.0,,,KOCH_UP,,,,,,,,,,,,,,,,
BCATWIND,33.493056,-98.581944,mora_eia860,medium,87.0,Bobcat Bluff Wind Project LLC,LZ_WEST,138.0,57974,,ELBOW,ARCHER,WIND-O,,,,,,,,,,,,,,
BCCANYON,27.827464,-97.524699,propagated,low,0,,LZ_WEST,138.0,,,KOCH_UP,,,,,,,,,,,,,,,,
BCCASTLE,27.827464,-97.524699,propagated,low,0,,LZ_WEST,138.0,,,KOCH_UP,,,,,,,,,,,,,,,,
BCESW,33.610384,-96.410819,gnis,high,91.0,Bells,LZ_NORTH,345.0,,,WEAST,,,,,Populated Place,GRAYSON,BELL,,,,,,,,,
BCGENDIG,27.827464,-97.524699,propagated,low,0,,LZ_WEST,138.0,,,KOCH_UP,,,,,,,,,,,,,,,,
BCGENWRW,27.827464,-97.524699,propagated,low,0,,LZ_WEST,138.0,,,KOCH_UP,,,,,,,,,,,,,,,,
BCH,32.104125,-100.162375,propagated,low,0,,LZ_HOUSTON,138.0,,,HOLSTEIN,,,,,,,,,,,,,,,,
BCK,28.986071,-95.358454,hv_endpoint,low,0,,LZ_HOUSTON,345.0,,,DOW,,,,,,,,,0.0,,,,,,,
BCKSW,32.865417,-97.099401,propagated,low,0,,LZ_WEST,138.0,,,EULES,,,,,,,,,,,,,,,,
BCLNCIUM,27.827464,-97.524699,propagated,low,0,,LZ_WEST,138.0,,,KOCH_UP,,,,,,,,,,,,,,,,
BCNV_ESS,30.479567,-97.781526,propagated,low,0,,LZ_HOUSTON,138.0,,,JOLLYVIL,,,,,,,,,,,,,,,,
BCPOI,32.995124,-97.542801,gnis,medium,81.6,Briar,LZ_NORTH,138.0,,,TRIANGLE,,,,,Populated Place,WISE,BRIARCRK,,,,,,,,,
BCPSW,31.740751,-102.213176,propagated,low,0,,LZ_NORTH,138.0,,,PEGAS,,,,,,,,,,,,,,,,
BCRSW,31.957664,-95.614958,gnis,medium,88.5,Brushy Creek,LZ_SOUTH,138.0,,,STARR,,,,,Populated Place,ANDERSON,BRUSHYCRK,,,,,,,,,
BCTRESTL,27.827464,-97.524699,propagated,low,0,,LZ_WEST,138.0,,,KOCH_UP,,,,,,,,,,,,,,,,
BCV,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK,,,,,,,,,,,,,,,,
BDFRD,32.844017,-97.143067,gnis,medium,86.6,Bedford,LZ_NORTH,138.0,,,,,,,,Populated Place,TARRANT,BEDFO,,,,,,,,,
BDFWD,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,,,,,,,,,,,,,,,,,
BDGSW,31.749385,-101.466466,hv_endpoint,low,0,,LZ_NORTH,345.0,,,PEGAS,,,,,,,,,70.6,,,,,,,
BDPOD,31.740751,-102.213176,propagated,low,0,,LZ_WEST,138.0,,,PEGAS,,,,,,,,,,,,,,,,
BDPOI,32.394017,-99.394244,gnis,medium,81.6,Baird,LZ_WEST,138.0,,,EULES,,,,,Populated Place,CALLAHAN,BAIRDLAK,,,,,,,,,
BE,26.287936,-98.145074,propagated,low,0,,LZ_HOUSTON,138.0,,,SE,,,,,,,,,,,,,,,,
BEA,29.497464,-95.91801,gnis,high,93.8,Beasley,LZ_HOUSTON,138.0,,,LK,,,,,Populated Place,FORT BEND,BEASLY,,,,,,,,,
BEALS,29.53742,-100.896089,propagated,low,0,,LZ_WEST,138.0,,,ROUGH,,,,,,,,,,,,,,,,
BEAST,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,69.0,,,,,,,,,,,,,,,,,,,
BEBACK,29.796964,-97.955655,osm,high,100,Beback Substation,LZ_SOUTH,138.0,,232389287,,,,,,,,,,,,,,,,,
BED,30.775749,-95.949397,gnis,high,100.0,Bedias,LZ_NORTH,138.0,,,TEASLEY,,,,,Populated Place,GRIMES,BEDIAS,,,,,,,,,
BEECHER,26.167627,-98.097755,propagated,low,0,,LZ_WEST,138.0,,,ELGATO,,,,,,,,,,,,,,,,
BEECRE,30.293823,-97.789587,osm,medium,87.8,Bee Creek Substation,LZ_SOUTH,138.0,,223939600,,,,,,,,,,,,,,,,,
BEECREEK,30.293823,-97.789587,osm,high,99.9,Bee Creek Substation,LZ_SOUTH,138.0,,223939600,,,,,,,,,,,,,,,,,
BEEK,26.167627,-98.097755,propagated,low,0,,LZ_SOUTH,138.0,,,ELGATO,,,,,,,,,,,,,,,,
BEEVILLE,28.424928,-97.797853,osm,high,100,Beeville Substation,LZ_SOUTH,69.0,,489376741,,,,,,,,,,,,,,,,,
BEEVLES,28.424928,-97.797853,osm,medium,87.8,Beeville Substation,LZ_SOUTH,69.0,,489376741,,,,,,,,,,,,,,,,,
BELCNTY,31.037345,-97.478744,gnis,medium,87.3,Bell County,LZ_NORTH,138.0,,,EULES,,,,,Civil,BELL,BELLCNTY,,,,,,,,,
BELD,30.759646,-103.068146,osm,medium,82.3,Belding Substation,LZ_WEST,69.0,,503264094,,PECOS,,True,46.9,,,,,,,,,,,,
BELKNAP,32.615217,-99.650697,osm,high,100,Belknap Substation,LZ_WEST,69.0,,1454801508,,,,,,,,,,,,,,,,,
BELLNO,29.67827,-97.105761,propagated,low,0,,LZ_SOUTH,138.0,,,FLATON,,,,,,,,,,,,,,,,
BELLS,33.610384,-96.410819,gnis,high,100.0,Bells,LZ_NORTH,138.0,,,W_LD_138,,,,,Populated Place,GRAYSON,BELLS,,,,,,,,,
BELLSO,29.696795,-96.571932,propagated,low,0,,LZ_SOUTH,138.0,,,GLIDDE,,,,,,,,,,,,,,,,
BELMT,33.060255,-96.699995,propagated,low,0,,LZ_NORTH,138.0,,,ALLNC,,,,,,,,,,,,,,,,
BELM_SLR,30.401397,-97.580803,hv_endpoint,low,0,,LZ_NORTH,345.0,,,JOLLYVIL,,,,,,,,,21.1,,,,,,,
BELSN_RC,33.610384,-96.410819,gnis,medium,83.6,Bells,LZ_NORTH,138.0,,,ROUGH,,,,,Populated Place,GRAYSON,BELLN,,,,,,,,,
BEN,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK,,,,,,,,,,,,,,,,
BENBOLT,27.687378,-98.068991,osm,high,99.2,Ben Bolt Substation,LZ_SOUTH,69.0,,490190288,,,,,,,,,,,,,,,,,
BENEDU,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,138.0,,,,,,,,,,,,,,,,,,,
BENFICKL,31.402261,-100.438228,osm,medium,91.4,Ben Ficklin Substation,LZ_WEST,138.0,,192543746,,,,,,,,,,,,,,,,,
BENJAMIN,33.58452,-99.801023,osm,high,100,Benjamin Substation,LZ_WEST,138.0,,518902999,,,,,,,,,,,,,,,,,
BENTSEN,26.150897,-98.291056,osm,high,100,Bentsen Substation,LZ_SOUTH,138.0,,512936500,,,,,,,,,,,,,,,,,
BENWH_RC,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,,,,,,,,,,,,,,,,,
BEPRISS,29.50482,-96.45964,propagated,low,0,,LZ_SOUTH,69.0,,,PIONEERS,,,,,,,,,,,,,,,,
BER,29.234722,-100.209167,propagated,low,0,,LZ_HOUSTON,138.0,,,ANACACHO,,,,,,,,,,,,,,,,
BERCLAIR,28.493287,-97.598525,osm,high,100,Berclair Substation,LZ_SOUTH,69.0,,489376740,,,,,,,,,,,,,,,,,
BEREA,32.806249,-94.402139,gnis,medium,86.6,Berea,LZ_NORTH,138.0,,,RAMBLER,,,,,Populated Place,MARION,BEREAET,,,,,,,,,
BERGHE,29.788732,-98.526389,osm,high,92.9,Bergheim Substation,LZ_SOUTH,138.0,,146626135,,,,,,,,,,,,,,,,,
BERGSTRO,30.219253,-97.672486,osm,high,100.0,Bergstrom Substation,LZ_SOUTH,138.0,,209060966,,,,,,,,,,,,,,,,,
BERNAR,29.754175,-96.399018,osm,high,92.9,Bernardo Substation,LZ_SOUTH,69.0,,520305111,,,,,,,,,,,,,,,,,
BERTRA,30.755008,-98.053722,osm,high,98.4,Bertram Substation,LZ_SOUTH,138.0,,230616343,,,,,,,,,,,,,,,,,
BESSEL,26.167627,-98.097755,propagated,low,0,,LZ_SOUTH,138.0,,,ELGATO,,,,,,,,,,,,,,,,
BET,30.01780132,-95.8612626,cp_osm,high,100.0,Betka Substation,LZ_HOUSTON,138.0,,147216086,LK,,,,,,,,,,,,,,,,
BETHEL,32.69264,-94.763822,gnis,high,100.0,Bethel,LZ_NORTH,69.0,,,JUSTINLN,,,,,Populated Place,UPSHUR,BETHEL,,,,,,,,,
BETOS,31.740751,-102.213176,propagated,low,0,,LZ_NORTH,138.0,,,PEGAS,,,,,,,,,,,,,,,,
BEWLY,32.857896,-97.511964,propagated,low,0,,LZ_NORTH,138.0,,,AZLES,,,,,,,,,,,,,,,,
BEXAR_ES,29.271,-98.456,snap_eia860,medium,95.2,Bexar ESS,LZ_SOUTH,138.0,66400,1428418588,,,,,,,,,,,eia860,high,0.157,auto,same_lz_nearest_osm_le_1km,,138.0
BFM,35.254028,-101.185906,propagated,low,0,,LZ_HOUSTON,138.0,,,GRANDVW1,,,,,,,,,,,,,,,,
BFP,29.271,-98.456,propagated,low,0,,LZ_HOUSTON,138.0,,,BEXAR_ES,,,,,,,,,,,,,,,,
BG,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK,,,,,,,,,,,,,,,,
BGRSW,32.455481,-97.075118,hv_endpoint,low,0,,LZ_SOUTH,345.0,,,WEAST,,,,,,,,,66.0,,,,,,,
BH,31.35612,-103.33454,propagated,low,0,,LZ_HOUSTON,69.0,,,WORSHAM,,,,,,,,,,,,,,,,
BHELI,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,,,,,,,,,,,,,,,,,
BHILL,31.740751,-102.213176,propagated,low,0,,LZ_WEST,69.0,,,PEGAS,,,,,,,,,,,,,,,,
BHPOD,33.520892,-101.973737,propagated,low,0,,LZ_WEST,138.0,,,UPLND,,,,,,,,,,,,,,,,
BHR,29.379407,-94.953306,propagated,low,0,,LZ_NORTH,69.0,,,INTRCITY,,,,,,,,,,,,,,,,
BI,28.986071,-95.358454,hv_endpoint,low,0,,LZ_HOUSTON,345.0,,,DOW,,,,,,,,,0.0,,,,,,,
BIGFOTS,28.915523,-98.862761,osm,medium,87.4,Big Foot Substation,LZ_SOUTH,69.0,,452922033,,,,,,,,,,,,,,,,,
BIGHIL,31.047224,-100.542055,osm,high,92.7,Big Hill Substation,LZ_WEST,345.0,,339705805,,,,,,,,,,,,,,,,,
BIGLAKE,31.503698,-97.762643,propagated,low,0,,LZ_WEST,138.0,,,GATESVL2,,,,,,,,,,,,,,,,
BIGOAK,28.55884,-97.641876,osm,high,98.3,Big Oak Substation,LZ_SOUTH,69.0,,515061680,,,,,,,,,,,,,,,,,
BIGSAMWD,35.402218,-101.153811,hv_endpoint,low,0,,LZ_WEST,345.0,,,RAILHEAD,,,,,,,,,0.0,,,,,,,
BIGSW,33.065755,-97.010906,hv_endpoint,low,0,,LZ_NORTH,345.0,,,WEAST,,,,,,,,,3.0,,,,,,,
BIGTRE,28.651303,-96.914035,osm,medium,87.8,Big Three Substation,LZ_SOUTH,138.0,,515589365,,,,,,,,,,,,,,,,,
BIGWELS,28.544225,-99.569185,osm,high,94.2,Big Wells Substation,LZ_SOUTH,69.0,,452115695,,,,,,,,,,,,,,,,,
BIG_FOOT,29.059698,-98.950228,osm,high,100,Big Foot Substation,LZ_SOUTH,138.0,,340165281,,,,,,,,,,,,,,,,,
BIG_STAR,29.894053,-97.270537,snap_eia860,medium,84.3,"Big Star Solar, LLC (Hybrid)",LZ_SOUTH,345.0,64202,1157940852,,,,,,,,,,,eia860,medium,0.088,auto,same_lz_nearest_osm_le_1km,,345.0
BIG_WELL,28.565305,-99.535859,osm,high,100.0,Big Wells Substation,LZ_SOUTH,138.0,,20849578,,,,,,,,,,,,,,,,,
BIL,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK,,,,,,,,,,,,,,,,
BIRDHO,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,138.0,,,,,,,,,,,,,,,,,,,
BIRSW,32.832901,-95.674405,gnis,medium,82.3,Bright Star,LZ_NORTH,345.0,,,TRIANGLE,,,,,Populated Place,RAINS,BRIGHTR,,,,,,,,,
BIS,28.920653,-99.606307,propagated,low,0,,LZ_WEST,69.0,,,S_BATES,,,,,,,,,,,,,,,,
BISHOP,30.904602,-95.802798,osm,high,100.0,Bishop Substation,LZ_SOUTH,69.0,,439392184,,,,,,,,,,,,,,,,,
BITTCR,32.117091,-100.155033,hv_endpoint,low,0,,LZ_WEST,345.0,,,HOLSTEIN,,,,,,,,,1.6,,,,,,,
BKBNT,34.097871,-98.570613,gnis,medium,87.3,Burkburnett,LZ_WEST,69.0,,,EULES,,,,,Populated Place,WICHITA,BURKBURN,,,,,,,,,
BKE,31.231854,-94.768541,gnis,high,100.0,Burke,LZ_HOUSTON,138.0,,,LK,,,,,Populated Place,ANGELINA,BURKE,,,,,,,,,
BKPOD,32.295946,-102.54,propagated,low,0,,LZ_WEST,138.0,,,BAKKE,,,,,,,,,,,,,,,,
BKSL_ESS,32.858724,-97.504398,hv_endpoint,low,0,,LZ_WEST,345.0,,,EULES,,,,,,,,,37.8,,,,,,,
BKSTK,32.050997,-95.104388,gnis,medium,81.8,Blackjack,LZ_NORTH,138.0,,,TRIANGLE,,,,,Populated Place,CHEROKEE,BLACKSTCK,,,,,,,,,
BKWST,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,,,,,,,,,,,,,,,,,
BL,29.8,-95.3,lz_centroid,none,0,,LZ_HOUSTON,138.0,,,,,,,,,,,,,,,,,,,
BLACKCAT,28.974879,-95.994992,eia860,medium,90.5,Blackcat BESS,LZ_SOUTH,138.0,67558,,,,,,,,,,,,,,,,,,
BLACKJAK,28.2078,-97.522673,mora_eia860,high,96.3,Blackjack Creek Wind Farm,LZ_SOUTH,345.0,62783,,HOLSTEIN,BEE,WIND-O,,,,,,,,,,,,,,
BLACKSPR,29.045645,-95.745296,propagated,low,0,,LZ_NORTH,138.0,,,HILCORP,,,,,,,,,,,,,,,,
BLAGG,32.128234,-101.818895,propagated,low,0,,LZ_NORTH,138.0,,,TRIANGLE,,,,,,,,,,,,,,,,
BLAIN,32.421512,-100.060097,gnis,medium,83.6,Blair,LZ_NORTH,138.0,,,TRIANGLE,,,,,Populated Place,TAYLOR,BLAIN,,,,,,,,,
BLAKE,33.060255,-96.699995,propagated,low,0,,LZ_WEST,138.0,,,ALLNC,,,,,,,,,,,,,,,,
BLANCO,30.082669,-98.412215,osm,high,100.0,Blanco Substation,LZ_SOUTH,138.0,,426850727,,,,,,,,,,,,,,,,,
